type	Score
0	72.94724626
0	113.2126237
0	85.27099718
0	64.43688942
0	72.66720184
0	100.6071596
0	95.29503516
0	114.0805993
0	98.59640225
0	98.95043802
0	97.41708094
0	103.2708403
0	121.7336275
0	83.999892
0	72.85843769
0	108.2582213
0	97.21184744
0	73.33839743
0	97.45849604
0	106.5869513
0	150.9464662
0	89.3190355
0	70.49037413
0	83.33082735
0	93.12726958
0	101.83855
0	70.82455709
0	80.46788067
0	105.1400557
0	111.6346431
0	82.94682525
0	88.91532101
0	123.4290819
0	120.7950839
0	110.3287299
0	155.3874253
0	101.3435889
0	129.2944435
0	120.9153513
0	128.6830502
0	113.5438971
0	118.9002665
0	114.7189684
0	119.4999732
0	94.55192487
0	133.6226067
0	135.3373373
0	131.0386096
0	15.04386915
0	80.16969548
0	108.9726862
0	46.19921517
0	96.23190747
0	121.1540431
0	30.64122475
0	67.94483066
0	69.73439901
0	97.35535597
0	34.18201854
0	70.93202042
0	55.25199359
0	120.0774056
0	116.1559737
0	28.69692826
0	92.98995524
0	85.61961476
0	46.39698011
0	140.9761532
0	154.6840395
0	129.4615534
0	51.0316599
0	60.34700653
0	62.52157836
0	83.75515996
0	83.57454697
0	112.5719593
0	80.72746142
0	110.0148871
0	127.3986964
0	118.0286969
0	145.7280289
0	128.1939843
0	140.5965639
0	143.4460835
0	127.476686
0	63.04833679
0	41.5563816
0	89.37729148
0	66.10994803
0	62.94252857
0	28.51587809
0	37.82681853
0	95.01022752
0	51.44595716
0	83.28902222
0	28.93476489
0	43.94975139
0	61.25925274
0	46.34355686
0	33.14413886
0	62.44118611
0	44.86357381
0	81.88756285
0	57.10689202
0	39.7299554
0	82.98299504
0	74.89248252
0	72.75241908
0	36.41663781
0	39.47673239
0	48.88780391
0	37.9131512
0	31.23395453
0	33.77854506
0	48.73976754
0	75.23234017
0	60.43755549
0	73.84426161
0	47.47204565
0	63.31040681
0	71.20595315
0	50.02263702
0	83.63876665
0	57.04745865
0	71.69453647
0	48.04936519
0	96.81319209
0	79.61644721
0	29.01575602
0	51.28272557
0	66.96299441
0	38.77628028
0	38.92083087
0	78.56737019
0	105.2152157
0	72.39437118
0	100.2487469
0	105.9970922
0	90.83737793
0	104.157021
0	85.96783165
0	70.59555495
0	43.15792995
0	72.4722063
0	85.4269186
0	48.94501472
0	136.7500303
0	151.0974241
0	27.47891588
0	102.4573096
0	115.8629425
0	139.9079111
0	129.5971605
0	79.1749333
0	85.13239368
0	61.92129544
0	65.56881934
0	46.19921517
0	78.1105231
0	108.1790907
0	74.46989368
0	65.08006861
0	22.59959789
0	34.48948386
0	124.039702
0	134.0234433
0	80.80623981
0	95.54052416
0	83.82673997
0	111.6592129
0	63.20517392
0	81.04565905
0	113.0020552
0	128.0261887
0	118.5374774
0	120.7369986
0	123.750279
0	129.0252154
0	105.8151076
0	107.7626852
0	128.7024313
0	107.924419
0	130.4511917
0	75.49738699
0	109.7110986
0	119.3843614
0	137.7721444
0	171.5372266
0	135.4608616
0	185.157407
0	110.7403808
0	129.7228855
0	94.85233768
0	117.708068
0	113.3369404
0	119.3513607
0	118.6076455
0	119.6194491
0	156.8552274
0	100.9119453
0	131.1825393
0	96.54676156
0	100.8047719
0	105.1171722
0	95.90230232
0	101.4356168
0	139.9401194
0	114.7427445
0	80.0146561
0	150.1968627
0	164.4368894
0	99.04078474
0	133.3366779
0	115.7930478
0	89.83637926
0	153.051026
0	114.8642147
0	96.08612418
0	117.2062519
0	140.1717251
0	129.1092432
0	107.6717542
0	128.4498776
0	115.5107035
0	138.0914061
0	118.5854159
0	132.5230221
0	115.1429376
0	156.9601126
0	133.2224277
0	125.8262596
0	53.33375818
0	88.42161916
0	70.34568725
0	74.70308339
0	78.71177648
0	107.0483188
0	89.07533696
0	81.0563891
0	75.76199208
0	52.58194337
0	69.83874324
0	54.36059172
0	70.43060162
0	59.82279293
0	35.37237416
0	37.36809158
0	62.6661657
0	62.19880359
0	54.46215421
0	58.34461818
0	61.39952451
0	26.74374837
0	65.61576566
0	41.89792627
0	67.47492762
0	70.39373704
0	61.25238579
0	81.38268637
0	56.53604699
0	47.20846199
0	58.3717218
0	112.8736261
0	101.8116967
0	93.95976608
0	80.80058651
0	70.38662755
0	87.48618143
0	47.57592029
0	55.51015561
0	22.21944544
0	52.10322255
0	61.39952451
0	52.73465032
0	65.06395642
0	29.39298943
0	60.5330384
0	79.34044959
0	63.28641388
0	43.40564551
0	44.40702437
0	53.23567761
0	54.21803291
0	87.22485528
0	51.9715297
0	76.12506748
0	26.89250704
0	40.29403677
0	58.72425175
0	92.8069782
0	90.19208265
0	61.30074361
0	115.4514634
0	78.26770797
0	28.93930159
0	85.66400905
0	111.8603486
0	86.08419222
0	50.15974206
0	98.56259569
0	89.57662135
0	44.61535582
0	70.26994704
0	112.8688388
0	24.56078392
0	36.50819475
0	43.15171933
0	75.01122286
0	92.24640839
0	64.61652508
0	68.23012585
0	110.5454545
0	78.2163158
0	49.45674299
0	50.37131901
0	55.65000005
0	40.89284376
0	85.52442038
0	33.38873259
0	38.4633269
0	73.71434759
0	43.06994803
0	102.9032744
0	57.78355818
0	59.35837851
0	53.4768554
0	71.57251321
0	81.69353038
0	88.23630953
0	135.4169206
0	93.592334
0	140.2960056
0	143.6832188
0	142.3551244
0	138.5569178
0	136.2292312
0	121.3621649
0	133.3106868
0	108.7528394
0	143.0206186
0	149.1044839
0	67.56721417
0	30.54027868
0	52.74259902
0	74.24115183
0	59.3236685
0	79.19268036
0	70.76900401
0	50.8642245
0	48.92222801
0	122.9957092
0	26.55253628
0	16.28145542
0	58.127967
0	136.5882816
0	133.179046
0	117.9480371
0	133.2046588
0	72.91469814
0	127.5255426
0	143.1131188
0	63.24915888
0	132.7182033
0	92.18570087
0	125.902665
0	82.77745362
0	70.3157465
0	45.28404533
0	110.8033187
0	111.3622916
0	87.7029651
0	63.16972469
0	51.31118881
0	22.49529544
0	33.15955144
0	83.18341802
0	37.13399199
0	112.9125551
0	91.28271997
0	107.962914
0	83.28189756
0	93.02895428
0	102.0818478
0	70.09785467
0	59.49271584
0	24.69377748
0	33.89881976
0	62.79681877
0	131.4744987
0	61.3068361
0	139.9844843
0	148.727156
0	136.6424519
0	125.6796337
0	44.24071945
0	96.65686575
0	100.3447334
0	58.86396709
0	78.51071615
0	56.14271943
0	38.2669699
0	33.58275358
0	60.51170938
0	96.79627726
0	97.4705582
0	103.4091879
0	126.4511428
0	68.28571033
0	56.64735188
0	72.7992016
0	53.68942767
0	42.3191514
0	50.45060976
0	86.32350071
0	118.981086
0	66.23196925
0	71.44943211
0	79.15745853
0	70.98207376
0	60.25904819
0	80.06853899
0	48.75718823
0	61.65923566
0	71.60465166
0	90.91473977
0	72.68893015
0	62.07106725
0	54.05570083
0	44.14157902
0	61.71976772
0	28.69692826
0	25.73017321
0	37.06843598
0	94.35850417
0	107.766752
0	68.5369438
0	49.1942135
0	120.9844263
0	95.69107095
0	91.65580152
0	111.5363616
0	76.94190753
0	76.54857448
0	80.68786078
0	87.72382233
0	112.6920565
0	91.30089481
0	110.7170479
0	93.28344079
0	102.1758834
0	89.21282221
0	91.1463148
0	54.45738442
0	63.35354315
0	80.39661888
0	46.90563303
0	81.0060384
0	106.7282962
0	86.52227175
0	56.8058961
0	65.214382
0	24.27791876
0	80.09581769
0	73.63918765
0	90.72874721
0	82.94012362
0	122.1404144
0	64.51769004
0	56.20252548
0	33.71550398
0	39.82665541
0	88.74786002
0	46.83177899
0	43.93167137
0	90.67769944
0	119.2838139
0	53.4768554
0	55.90497226
0	77.01144471
0	20.47600319
0	82.40180991
0	98.46386251
0	67.48112463
0	89.15292207
0	58.26310742
0	85.59680354
0	32.52154265
0	14.7295626
0	61.14213015
0	94.41438468
0	34.64216797
0	49.24705678
0	24.3247022
0	71.77608532
0	74.29431024
0	93.96852588
0	47.98709651
0	85.29339754
0	89.31493163
0	86.16277349
0	35.96780564
0	68.69267676
0	75.62668006
0	94.52229008
0	77.00282156
0	81.55451335
0	40.48996464
0	75.43383214
0	69.88841427
0	48.5769535
0	89.82461369
0	18.65740214
0	79.70860164
0	28.0905044
0	21.89566112
0	44.67198221
0	25.77334182
0	69.50318172
0	28.8676561
0	119.852232
0	87.09093883
0	54.73974964
0	55.4288999
0	58.06191079
0	67.42732571
0	24.29883286
0	39.27233637
0	134.8431401
0	126.0231063
0	90.42511197
0	74.30615273
0	49.93526792
0	51.53876482
0	42.73915025
0	28.50467226
0	42.08004644
0	17.92256807
0	61.63937412
0	127.9619316
0	125.1425166
0	134.1880988
0	120.0168568
0	131.3062902
0	111.0062096
0	133.8473623
0	129.9002217
0	125.0674153
0	118.6609683
0	132.6043207
0	133.4262953
0	130.2245674
0	145.2961378
0	127.2097402
0	73.95261272
0	75.0976148
0	45.88976614
0	58.47306506
0	74.28929783
0	78.61864263
0	21.66597476
0	41.09033798
0	57.19311856
0	75.41729032
0	33.11110634
0	42.53856804
0	89.09136051
0	48.79417421
0	99.9276996
0	54.19175671
0	54.36059172
0	27.00408439
0	78.9184834
0	65.79385927
0	42.91199022
0	46.51318592
0	52.97051004
0	76.03136336
0	56.54804169
0	57.62211736
0	27.69602579
0	15.65461677
0	48.19608432
0	53.284967
0	49.88533432
0	19.89577459
0	93.26667456
0	89.83449704
0	35.6014067
0	27.13357087
0	62.27975607
0	53.15330849
0	73.67234162
0	48.07287143
0	22.62944504
0	46.90990382
0	55.66620701
0	58.8460153
0	46.51318592
0	91.4648064
0	27.48841386
0	93.6207028
0	86.9773835
0	35.72392858
0	44.61535582
0	34.77151798
0	68.32691645
0	30.80086941
0	48.80582561
0	68.25040231
0	86.53128925
0	45.83586306
0	46.78048925
0	59.70221665
0	47.49762853
0	91.20863873
0	90.61543636
0	55.8086504
0	26.03582905
0	35.20251662
0	53.48513604
0	131.7603096
0	97.82084853
0	81.77238222
0	86.03509098
0	108.0146027
0	101.5292688
0	98.69072687
0	105.3167611
0	93.47280665
0	108.5446053
0	120.5489589
0	96.07158015
0	121.0871067
0	66.53421251
0	98.79622154
0	110.7277056
0	97.16995693
0	113.983953
0	88.70137395
0	84.0587655
0	82.43423248
0	124.3841994
0	101.3036815
0	114.3544626
0	84.61686873
0	67.01383232
0	129.7780801
0	101.3846341
0	123.6925596
0	94.67481139
0	138.5424249
0	108.3265056
0	80.10047884
0	83.63876665
0	109.0336642
0	71.25590796
0	68.88038328
0	79.28952315
0	83.1800397
0	93.50241845
0	115.6599894
0	97.11886698
0	90.66587455
0	105.7383559
0	113.2868555
0	114.3875671
0	139.1602824
0	115.7081106
0	91.30989057
0	128.749442
0	137.1920458
0	87.04868051
0	121.9135628
0	78.4702677
0	132.4398366
0	117.6123871
0	92.78244948
0	93.81468622
0	134.4622195
0	141.1490454
0	89.29926477
0	69.82934794
0	85.36656579
0	74.18954742
0	98.41785086
0	83.88103287
0	40.24911399
0	44.61180723
0	89.86147767
0	103.5532713
0	72.29296167
0	51.18148503
0	116.9111935
0	126.2364758
0	149.1823375
0	138.7417467
0	144.3536604
0	145.960639
0	118.9904498
0	124.4585068
0	36.24564781
0	109.0547134
0	144.0761121
0	136.7846887
0	139.6691319
0	143.2746115
0	48.90799786
0	87.7029651
0	24.56887962
0	52.79849367
0	57.93589029
0	86.0801849
0	101.6533784
0	66.57566728
0	56.63772249
0	103.8791711
0	13.78462316
0	18.70975906
0	20.04550942
0	25.37390316
0	50.85589701
0	51.44595716
0	43.42892229
0	37.69560478
0	27.48578602
0	75.80810188
0	78.46325127
0	33.97335839
0	37.12196783
0	40.34282592
0	36.40709216
0	59.05138118
0	69.37625219
0	42.49614207
0	31.20113186
0	58.88417679
0	34.09767507
0	73.21956305
0	82.21482997
0	33.25080763
0	26.45636352
0	52.7140153
0	90.49423967
0	78.17226909
0	68.19720389
0	62.67625412
0	86.04893804
0	70.84349355
0	36.31871416
0	67.72322241
0	37.80403734
0	60.52250355
0	30.0179796
0	73.4971443
0	36.40169921
0	60.53821148
0	31.6634562
0	103.8006618
0	107.2643976
0	40.96367466
0	71.74055702
0	21.85797937
0	90.33179038
0	110.8163905
0	73.53015414
0	66.80871388
0	75.9443602
0	74.33605349
0	34.42349761
0	23.35294122
0	67.07322599
0	85.87940795
0	108.7763867
0	39.38694308
0	25.51008239
0	41.97663543
0	73.2468715
0	85.49619194
0	69.6049461
0	46.26480712
0	43.3057251
0	112.3008893
0	19.89577459
0	33.85771148
0	84.4193069
0	59.39109991
0	26.73110512
0	132.8593026
0	68.79958266
0	24.76730309
0	45.9599942
0	13.96236065
0	54.09994214
0	82.66246975
0	62.17936157
0	30.55503796
0	49.91116072
0	74.32384356
0	66.76332087
0	49.19489795
0	50.77958413
0	44.40702437
0	43.97443183
0	16.86672804
0	41.13660786
0	38.0631706
0	95.23654431
0	107.154304
0	80.90077135
0	18.6430648
0	63.87986361
0	54.15725201
0	46.91612247
0	23.12875202
0	39.35213015
0	23.33912429
0	10.48568294
0	21.43119927
0	56.03572815
0	20.25155653
0	46.27516648
0	63.47538053
0	50.32250304
0	69.07102113
0	72.47476103
0	84.01300682
0	61.75795825
0	71.93482453
0	33.47716012
0	65.05211212
0	45.59639223
0	28.33499331
0	35.38961303
0	52.50579299
0	42.70638184
0	27.33399422
0	18.05033798
0	40.65955383
0	124.5373353
0	121.1676027
0	106.4723592
0	125.0065415
0	102.6811504
0	132.2400884
0	53.77846785
0	82.151439
0	127.0752573
0	121.144869
0	108.6128962
0	63.60636684
0	120.608721
0	62.25572586
0	109.192045
0	102.9032744
0	106.4180146
0	58.587757
0	67.13039281
0	105.1369773
0	73.4012523
0	42.6368242
0	125.1946842
0	50.9922791
0	124.5267801
0	134.0685002
0	130.5565723
0	107.7663316
0	87.74928698
0	121.538354
0	132.5769066
0	123.4787517
0	109.6516341
0	90.00212936
0	74.12304334
0	57.09265232
0	104.8982334
0	178.9437252
0	103.730036
0	59.19689388
0	128.0722177
0	148.1190725
0	117.6218822
0	116.9496283
0	127.8646634
0	68.81128287
0	102.9032744
0	101.950997
0	123.2905078
0	85.37488271
0	112.9121069
0	54.46741846
0	97.09297898
0	80.38578824
0	70.0409997
0	66.72372664
0	66.6462665
0	59.26667357
0	103.6605964
0	38.19877349
0	116.9210402
0	68.03045902
0	90.80396622
0	102.5851497
0	107.9658817
0	83.0487065
0	96.79212301
0	93.64835012
0	107.403048
0	106.3086923
0	99.42673263
0	114.7677241
0	120.5910506
0	100.3025039
0	102.4522909
0	90.86097044
0	104.0462149
0	107.0452672
0	124.1693628
0	129.206715
0	69.39635498
0	93.00227386
0	80.78460858
0	72.57968044
0	73.34462234
0	71.60562504
0	103.8280821
0	77.24678339
0	51.28794016
0	101.1754753
0	78.88510096
0	83.63876665
0	49.85180277
0	68.1109441
0	36.67281552
0	55.58922906
0	129.752158
0	44.18958725
0	81.33040534
0	60.68708107
0	43.0929144
0	92.56550046
0	104.0620719
0	51.75324056
0	65.25588264
0	61.97775977
0	53.92274767
0	63.90862261
0	123.2779413
0	150.7866894
0	85.80465476
0	79.45674908
0	60.40455847
0	39.36051767
0	59.18238641
0	66.79340522
0	106.0602823
0	84.89511279
0	84.92117068
0	51.73869213
0	32.62620701
0	90.51610863
0	72.39878714
0	72.36875337
0	68.31053302
0	85.50033446
0	97.45849604
0	89.15292207
0	84.46081733
0	102.1727944
0	70.96158687
0	75.98461116
0	68.60347205
0	96.61646863
0	118.5779422
0	112.0988121
0	110.4804273
0	120.8197113
0	82.91379274
0	129.752158
0	80.00072307
0	80.66403231
0	52.56393707
0	45.97518659
0	80.42176608
0	19.60044285
0	77.66455828
0	52.78386014
0	47.11032024
0	73.39047089
0	41.98226974
0	18.6861554
0	24.83457728
0	41.50911767
0	22.21154668
0	78.72148245
0	29.04561003
0	68.45342379
0	67.19548487
0	78.93623316
0	33.65040041
0	14.13951099
0	28.40298312
0	76.03847321
0	53.2017943
0	29.52589547
0	29.8108957
0	28.6464444
0	46.11437571
0	25.14251657
0	19.44563536
0	22.40487268
0	52.30867489
0	55.45128211
0	101.1700603
0	46.19921517
0	59.78755798
0	102.060263
0	40.61023935
0	78.34207849
0	54.91057144
0	122.924971
0	137.5037907
0	47.21265288
0	54.05330832
0	44.66441874
0	104.5916957
0	76.98841869
0	65.53221074
0	43.32634887
0	92.66710268
0	104.5920185
0	111.5837572
0	89.5601757
0	56.78988305
0	98.79568014
0	57.25753178
0	92.95965362
0	126.1412892
0	86.88982462
0	129.0078597
0	102.9032744
0	79.76482442
0	57.21750694
0	75.68005517
0	56.58206511
0	83.91505688
0	95.75176302
0	48.39789651
0	17.74780184
0	40.43701199
0	21.97882412
0	42.22658734
0	42.97434622
0	65.78495347
0	30.95849115
0	31.98503068
0	21.71050926
0	61.92129544
0	38.3463479
0	32.39376655
0	68.3629433
0	115.8191225
0	121.0339373
0	121.648504
0	109.0887238
0	117.4927028
0	114.7214171
0	111.2620475
0	115.4233301
0	107.7722237
0	70.81938871
0	108.135378
0	93.87375712
0	110.7035256
0	107.4105857
0	125.5541274
0	106.5904775
0	105.9814446
0	53.21434911
0	90.06758182
0	92.08839406
0	89.17190365
0	98.9093999
0	68.92045422
0	20.09854272
0	123.9328126
0	105.0006874
0	107.7395766
0	111.1117299
0	111.8814895
0	106.4909781
0	115.6620799
0	78.5665372
0	69.60963253
0	71.2360375
0	61.90484729
0	124.5127927
0	126.3497998
0	169.5789336
0	76.84729447
0	111.8864155
0	39.86062115
0	73.30479168
0	64.85851743
0	97.11518283
0	91.83886807
0	104.7804134
0	173.2051007
0	102.2369014
0	125.1425166
0	90.54580593
0	98.95043802
0	102.350517
0	110.0155737
0	95.4479159
0	88.97051682
0	115.8798349
0	120.6097152
0	93.17355431
0	105.8870758
0	106.4420476
0	124.1235238
0	119.1944737
0	94.26179926
0	86.12259727
0	38.47944344
0	74.21137963
0	55.69643001
0	71.63569628
0	27.77537468
0	48.8464363
0	81.9109675
0	73.88711606
0	17.78961303
0	58.76610973
0	23.08442883
0	35.09608393
0	35.25718892
0	31.64724629
0	24.95331064
0	27.20094979
0	52.08858407
0	20.9153513
0	67.19425943
0	36.17962407
0	18.27421598
0	25.97666583
0	38.78261331
0	39.98704398
0	61.39952451
0	25.14251657
0	84.56654801
0	100.3689896
0	73.98854983
0	51.04390533
0	75.92409724
0	41.21785213
0	47.64917214
0	52.98001177
0	64.12167139
0	60.30241273
0	82.87340939
0	86.49133647
0	54.53535795
0	83.75258875
0	38.54242489
0	34.0820809
0	64.99745422
0	95.17270182
0	69.79340636
0	63.90862261
0	54.79060547
0	97.78074211
0	101.6959912
0	79.38162827
0	77.76936722
0	77.67247452
0	73.37897577
0	38.63547458
0	79.30375913
0	56.83983787
0	89.00563313
0	54.01462152
0	46.609655
0	64.75478048
0	77.11416419
0	62.80704303
0	106.7713213
0	83.0619186
0	82.62988488
0	68.97627528
0	50.57093095
0	87.09234932
0	77.84403173
0	41.60558675
0	46.0372056
0	17.54222314
0	60.10793572
0	57.39505262
0	76.48685852
0	64.7638089
0	108.8486595
0	21.58315644
0	68.1109441
0	46.691022
0	62.78275183
0	64.54963883
0	32.24784631
0	46.49726477
0	22.50978833
0	37.83157982
0	54.79060547
0	38.05051149
0	16.85321574
0	52.31418147
0	111.2690673
0	58.42479017
0	48.42273702
0	30.03347662
0	33.50463499
0	53.57509339
0	57.14849498
0	72.76520269
0	83.93430005
0	60.19224128
0	97.03568371
0	41.3892095
0	73.65387381
0	13.61749121
0	78.00051966
0	64.70929333
0	57.16412322
0	57.46328129
0	72.15237094
0	65.83893645
0	63.96210528
0	55.07303517
0	20.38665462
0	43.62081259
0	52.7540647
0	52.07087034
0	69.52953472
0	60.16115207
0	52.15143291
0	48.37539452
0	41.66938048
0	44.40702437
0	33.67669577
0	25.24871423
0	38.83142538
0	16.7360901
0	12.78627711
0	31.69583258
0	40.82695223
0	35.44896508
0	54.7064237
0	47.36788304
0	45.56880794
0	40.31570504
0	44.40702437
0	30.72394619
0	52.56577782
0	16.81954921
0	40.68373375
0	82.83353942
0	50.6805999
0	37.66257227
0	72.79787316
0	41.5387489
0	78.08925539
0	44.62677994
0	84.19471918
0	43.20548675
0	35.46839253
0	53.73196544
0	53.67195317
0	61.73778845
0	32.95685453
0	20.753364
0	77.15365221
0	51.91716989
0	79.32612933
0	74.69973766
0	69.79340636
0	40.75443677
0	71.10626631
0	40.75443677
0	43.44841949
0	71.4924154
0	109.17685
0	42.38923618
0	66.6462665
0	42.6368242
0	88.46428351
0	84.46081733
0	79.11988927
0	70.0409997
0	62.2850043
0	85.00626034
0	69.8208249
0	41.55445455
0	63.99904537
0	40.02417421
0	46.51318592
0	72.94724626
0	59.2300174
0	50.70800412
0	59.68405241
0	19.71555032
0	67.99585075
0	32.10593536
0	40.96367466
0	56.08152073
0	75.8943581
0	43.23884386
0	49.93921235
0	31.49416165
0	55.14537791
0	30.91406636
0	110.0052208
0	39.2812124
0	55.34930722
0	63.0070008
0	33.23555991
0	50.90256855
0	38.21424945
0	97.15908522
0	40.16349774
0	81.22213553
0	45.5658218
0	33.35118685
0	90.01350112
0	61.39952451
0	47.01594726
0	50.02133217
0	56.96011258
0	73.63528768
0	82.53041673
0	97.25689368
0	88.16910283
0	24.8250918
0	95.00444483
0	73.4384234
0	29.69659497
0	63.9909246
0	69.41655938
0	55.80570735
0	59.14526765
0	95.10302324
0	55.71101816
0	37.29871456
0	66.24937628
0	31.57099921
0	41.46864369
0	70.5540187
0	65.8195049
0	99.98863988
0	46.37526096
0	73.16468338
0	24.11859812
0	67.13614644
0	15.97672211
0	48.5261931
0	32.47418434
0	44.28085951
0	33.17078782
0	25.23328066
0	57.04936065
0	28.734474
0	59.83983901
0	25.63007873
0	77.65482579
0	51.92170204
0	36.57975388
0	33.83608025
0	54.44543119
0	106.6026952
0	57.96437403
0	28.78914743
0	62.30403847
0	40.1944768
0	76.7225642
0	68.94978517
0	49.81231474
0	61.93885039
0	54.74998333
0	56.13362959
0	87.77548056
0	57.94568264
0	59.89558457
0	80.66403231
0	89.77882111
0	52.04211298
0	55.75819362
0	51.85756801
0	60.14499918
0	39.36051767
0	52.47707176
0	63.98573084
0	68.61450309
0	36.93728764
0	64.35395207
0	44.14157902
0	43.50251041
0	82.12278593
0	49.56005443
0	36.37686156
0	93.3172729
0	79.45674908
0	50.61919556
0	101.86908
0	60.25904819
0	47.58158277
0	20.6637244
0	117.789613
0	51.32847384
0	25.9109312
0	81.68795076
0	37.91657206
0	68.47683195
0	52.40695658
0	87.36390618
0	37.33286523
0	58.99211102
0	78.06451145
0	39.60181143
0	57.19311856
0	68.72442272
0	52.65324039
0	59.65921989
0	36.1436283
0	35.67586838
0	88.28120036
0	46.96053358
0	62.48020001
0	99.06864328
0	54.92895557
0	72.6334121
0	18.80222682
0	50.29639327
0	49.48388544
0	31.9979896
0	60.0759418
0	41.12213641
0	64.75478048
0	48.03456301
0	53.59927331
0	31.92519796
0	91.05467771
0	30.77487725
0	87.31618335
0	47.38175871
0	52.18015469
0	76.00367803
0	66.85641877
0	59.07305368
0	81.24088035
0	46.8655882
0	72.09104491
0	56.70741977
0	67.24676479
0	43.64570596
0	54.01462152
0	81.71770625
0	78.24753841
0	66.5304339
0	84.5168552
0	66.52010165
0	67.44763487
0	73.40451923
0	66.51493331
0	68.4384573
0	46.98156565
0	55.63989438
0	39.33632817
0	36.73130447
0	69.26695593
0	18.77304904
0	35.73586105
0	45.18897482
0	39.16028238
0	27.8752797
0	28.88468475
0	27.39677344
0	34.46745765
0	23.43516524
0	30.91406636
0	18.45042354
0	20.68198636
0	30.48769573
0	17.40451759
0	31.77090335
0	26.11142219
0	28.15747764
0	26.20099164
0	33.74143075
0	41.12803086
0	30.58729498
0	48.26379
0	54.23723173
0	51.21484857
0	48.91581332
0	66.53943976
0	37.92751209
0	61.39952451
0	49.20047208
0	32.9156469
0	37.56832687
0	31.42628964
0	28.70490755
0	55.770435
0	26.95497137
0	27.73797069
0	43.91210277
0	56.36359426
0	53.50439037
0	46.00825617
0	44.70235611
0	35.17140082
0	72.3325002
0	32.85930263
0	53.03026413
0	17.24432273
0	46.78048925
0	28.42897997
0	24.80425264
0	25.89002863
0	82.98645429
0	14.76772409
0	46.56724982
0	49.16597022
0	49.89785848
0	40.29403677
0	27.5515974
0	22.38489214
0	49.12521804
0	55.60478959
0	42.87803727
0	69.23236058
0	28.37105979
0	63.04833679
0	40.83785365
0	81.08525744
0	43.91210277
0	27.91701562
0	77.60409531
0	26.3497998
0	36.34517835
0	21.34573156
0	29.54657267
0	48.31477657
0	55.04595883
0	41.43862194
0	37.86171822
0	62.57916726
0	107.4836434
0	51.69110506
0	60.77632914
0	48.70913951
0	24.17200655
0	69.67627053
0	43.03953068
0	19.97319316
0	44.40702437
0	23.93396916
0	47.94755798
0	30.34719135
0	35.44330312
0	46.92488067
0	42.9570674
0	51.44595716
0	65.52887063
0	49.04985794
0	52.00914397
0	52.76349603
0	41.60558675
0	30.9554577
0	65.45230517
0	66.02508361
0	100.1018368
0	58.03016296
0	35.09608393
0	21.42476169
0	38.28494181
0	64.65631076
0	21.39080873
0	43.06994803
0	56.50856447
0	63.67153216
0	60.62178945
0	32.85930263
0	92.21175405
0	37.56832687
0	40.95729994
0	46.27044178
0	47.23667864
0	105.2879486
